name,sworn,type,state,county,city,ftciv,ptciv,ptsworn,zip,fips
Yazoo-Mississippi Delta Levee District Police,3,Special jurisdiction,MS,Coahoma,Clarksdale,0,0,1,38614,28027
Louisville Police Department,3,Local police department,AL,Barbour,Louisville,0,0,2,36048,1005
Earlville Police Dept,3,Local police department,IL,La Salle,Earlville,0,0,12,60518,17099
Galveston County Constable Pct. 1,3,Constable/marshal,TX,Galveston,Galveston,1,0,0,77550,48167
Dickson Park Ranger Division,3,Special jurisdiction,TN,Dickson,Dickson,11,29,0,37055,47043
Owsley County Sheriff's Office,3,Sheriff's office,KY,Owsley,Booneville,1,0,0,41,21189
Wellsville Police Department,3,Local police department,MO,Montgomery,Wellsville,0,0,3,63384,29139
Pymatuning State Park Police,3,Special jurisdiction,PA,Mercer,Jamestown,0,1,4,16134,42085
Prairie City Police Department,3,Local police department,IA,Jasper,Prairie City,0,5,3,50228,19099
Togiak Police Dept.,3,Local police department,AK,Dillingham,Togiak,0,0,0,99678,2070
Mescalero Tribal Conservation Law Enforcement Department,3,Special jurisdiction,NM,Otero,Mescalero,6,0,0,88340,35035
Catoosa Public Schools Campus Police Dept,3,Special jurisdiction,OK,Rogers,"Catoosa,",0,0,1,74015,40131
Monroe County Sheriff's Office,3,Sheriff's office,AR,Monroe,Clarendon,9,1,2,72029,5095
Seminole State College Police,3,Special jurisdiction,OK,Seminole,"Seminole,",0,0,1,74868,40133
Meigs Police Department,3,Local police department,GA,Thomas,Meigs,0,1,0,31765,13275
Balch Springs City Marshal's Office,3,Constable/marshal,TX,Dallas,Balch Springs,0,0,0,75180,48113
Coosada Police Department,3,Local police department,AL,Elmore,Coosada,0,0,0,36020,1051
Notasulga Police Department,3,Local police department,AL,Macon,Notasulga,4,1,3,36866,1087
Valley County Sheriff's Office,3,Sheriff's office,NE,Valley,Ord,3,1,3,68862,31175
Shelbyville I.S.D. Police Dept.,3,Special jurisdiction,TX,Shelby,Shelbyville,2,0,2,75973,48419
Cottonwood Police Department,3,Local police department,AL,Houston,Cottonwood,0,0,1,36320,1069
Hotchkiss Marshal's Office,3,Local police department,CO,Delta,Hotchkiss,0,0,0,81419,8029
Magoffin County Sheriff's Office,3,Sheriff's office,KY,Magoffin,Salyersville,1,11,0,41465,21153
Bull Valley Police Dept,3,Local police department,IL,McHenry,Bull Valley,0,0,5,60098,17111
Itawamba Community College - Tupelo Campus Police,3,Special jurisdiction,MS,Lee,Tupelo,1,0,1,38801,28081
Leon Police Department,3,Local police department,IA,Decatur,Leon,0,0,0,50144,19053
Divernon Police Dept.,3,Local police department,IL,Sangamon,Divernon,0,1,4,62530,17167
Delaware City Police Department,3,Local police department,DE,New Castle,Delaware City,0,0,2,19706,10003
Killeen Municipal Court,3,Constable/marshal,TX,Bell,Killeen,0,0,0,76541,48027
Real County Sheriff's Office,3,Sheriff's office,TX,Real,Leakey,4,1,0,78873,48385
Paris Junior College D.P.S.,3,Special jurisdiction,TX,Lamar,Paris,0,1,0,75460,48277
Carrollton Police Department,3,Local police department,AL,Pickens,Carrollton,0,1,0,35447,1107
Mercer County Sheriff's Office,3,Sheriff's office,MO,Mercer,Princeton,5,0,0,64673,29129
Crainville Police Dept,3,Local police department,IL,Williamson,Carterville,0,0,4,62918,17199
Versailles Borough Police Department,3,Local police department,PA,Allegheny,Mc Keesport,0,0,0,15132,42003
New London Police Department,3,Local police department,IA,Henry,New London,0,1,2,52645,19087
Vance Police Department,3,Local police department,AL,Tuscaloosa,Vance,0,0,0,34590,1125
Cave City Police Department,3,Local police department,AR,Sharp,Cave City,0,0,6,72521,5135
Stamps Police Department,3,Local police department,AR,Lafayette,Stamps,0,1,0,71860,5073
Lamar Police Department,3,Local police department,AR,Johnson,Lamar,0,2,1,72846,5071
Sanborn Police Department,3,Local police department,IA,O'Brien,Sanborn,0,0,0,51248,19141
Murfreesboro Police Department,3,Local police department,AR,Pike,Murfreesboro,0,0,2,71958,5109
Cole Camp Police Department,3,Local police department,MO,Benton,Cole Camp,0,0,5,65325,29015
Panora Police Department,3,Local police department,IA,Guthrie,Panora,0,0,1,50216,19077
Monona Police Department,3,Local police department,IA,Clayton,Monona,0,0,0,52159,19043
McAlester Public Schools Campus Police,3,Special jurisdiction,OK,Pittsburg,"Mc Alester,",0,0,5,74501,40121
Lake Park Police Department,3,Local police department,GA,Lowndes,Lake Park,0,0,0,31636,13185
Farmer City Police Dept,3,Local police department,IL,De Witt,Farmer City,3,0,5,61842,17039
Kiefer Police Department,3,Local police department,OK,Creek,Kiefer,0,1,0,74041,40037
Chatham Village Police Department,3,Local police department,NY,Columbia,Chatham,1,1,18,12037,36021
Haskell County Sheriff's Office,3,Sheriff's office,TX,Haskell,Haskell,6,0,0,79521,48207
Hays County Constable Pct. 5,3,Constable/marshal,TX,Hays,Buda,1,0,0,78610,48209
Southern Arkansas University Tech Police Dept,3,Special jurisdiction,AR,Calhoun,Camden,0,3,0,71701,5013
Hinds Community College - Jackson Campus Police,3,Special jurisdiction,MS,Hinds,Jackson,1,0,3,39213,28049
Walcott Police Department,3,Local police department,IA,Scott,Walcott,0,0,2,52773,19163
Sanford Marshal's Office,3,Local police department,CO,Conejos,Sanford,0,0,2,81151,8021
West Central Georgia Regional Hospital Police,3,Special jurisdiction,GA,Muscogee,Columbus,4,0,0,31907,13215
Bradford Police Department,3,Local police department,NH,Merrimack,Bradford,0,4,2,3221,33013
Crystal Lake Park District Police Dept,3,Special jurisdiction,IL,McHenry,Crystal Lake,0,1,11,60014,17111
Dierks Police Department,3,Local police department,AR,Howard,Dierks,0,0,3,72043,5061
White Springs Police Department,3,Local police department,FL,Hamilton,White Springs,0,1,4,32096,12047
Ellis County Constable Pct. 2,3,Constable/marshal,TX,Ellis,Waxahachie,0,0,5,75165,48139
Greers Ferry Police Department,3,Local police department,AR,Cleburne,Greers Ferry,1,0,3,72067,5023
Maynardville Police Department,3,Local police department,TN,Union,Maynardville,0,1,2,37807,47173
Aurora County Sheriff's Office,3,Sheriff's office,SD,Aurora,Plankinton,1,0,0,57368,46003
University of Wisconsin - Stevens Point Protective Services,3,Special jurisdiction,WI,Portage,Stevens Point,4,0,0,54481,55097
Nahunta Police Department,3,Local police department,GA,Brantley,Nahunta,0,0,0,31553,13025
Stuart Police Department,3,Local police department,IA,Guthrie,Stuart,0,0,0,50250,19077
Leesburg Police Department,3,Local police department,AL,Cherokee,Leesburg,0,0,0,35983,1019
Galveston County Constable Pct. 2,3,Constable/marshal,TX,Galveston,Galveston,1,0,0,77550,48167
Man Police Department,3,Local police department,WV,Logan,Man,0,0,1,25635,54045
Alto Police Department,3,Local police department,GA,Habersham,Alto,1,2,3,30510,13137
Dawes County Sheriff's Office,3,Sheriff's office,NE,Dawes,Chadron,5,2,0,69337,31045
Lacon Police Dept,3,Local police department,IL,Marshall,Lacon,0,0,5,61540,17123
Sunflower Police Department,3,Local police department,MS,Sunflower,Sunflower,0,0,2,38778,28133
Georgia Dept of Transportation - Office of Investigations,3,Special jurisdiction,GA,Fulton,Atlanta,0,0,0,30303,13121
Edison Police Department,3,Local police department,GA,Calhoun,Edison,0,1,2,39846,13037
Bono Police Department,3,Local police department,AR,Craighead,Bono,0,0,0,72416,5031
Athens Police Dept,3,Local police department,IL,Menard,Athens,0,0,6,62613,17129
Tensas Basin Levee District Police,3,Special jurisdiction,LA,Ouachita,Monroe,1,0,10,71202,22073
Gearhart Police Department,3,Local police department,OR,Clatsop,Gearhart,0,0,1,97138,41007
Liberty County Constable Pct. 2,3,Constable/marshal,TX,Liberty,Daisetta,1,0,0,77533,48291
Parowan Police Department,3,Local police department,UT,Iron,Parowan,0,3,2,84761,49021
Carthage Police Dept,3,Local police department,IL,Hancock,Carthage,0,0,4,62321,17067
Stallion Springs Police Department,3,Local police department,CA,Kern,Tehachapi,0,0,1,93561,6029
Fallon County Sheriff's Office,3,Sheriff's office,MT,Fallon,Baker,0,4,0,59313,30025
Bryan City Marshal''s Office,3,Constable/marshal,TX,Brazos,Bryan,10,0,0,77805,48041
Trenton Police Department,3,Local police department,FL,Gilchrist,Trenton,1,0,0,32693,12041
Wallace Community College - Dothan Police,3,Special jurisdiction,AL,Houston,Dothan,0,0,0,36303,1069
Alexandria Police Department,3,Local police department,TN,DeKalb,Alexandria,0,1,0,37012,47041
Audubon Police Department,3,Local police department,IA,Audubon,Audubon,0,1,6,50025,19009
Brazos County Constable Pct. 1,3,Constable/marshal,TX,Brazos,College Station,1,0,6,77845,48041
Bonneau Police Department,3,Local police department,SC,Berkeley,Bonneau,0,0,2,29431,45015
Georgetown Police Department,3,Local police department,CO,Clear Creek,Georgetown,0,0,0,80444,8019
Gilbert Police Department,3,Local police department,WV,Mingo,Gilbert,0,0,2,25621,54059
Powhatan Police Department,3,Local police department,OH,Belmont,Powhatan Point,0,0,5,43942,39013
Hayneville Police Department,3,Local police department,AL,Lowndes,Hayneville,0,1,2,36040,1085
Cammack Village Police Department,3,Local police department,AR,Pulaski,Cammack Village,2,0,5,72207,5119
Berlin Police Department,3,Local police department,GA,Colquitt,Berlin,0,0,2,31722,13071
Glasscock County Sheriff's Office,3,Sheriff's office,TX,Glasscock,Garden City,0,0,0,79739,48173
Dillard Police Department,3,Local police department,GA,Rabun,Dillard,0,1,0,30537,13241
Pike County Detective Bureau,3,Special jurisdiction,PA,Pike,Milford,0,0,3,18337,42103
Kingston Police Department,3,Local police department,GA,Bartow,Kingston,0,0,3,30145,13015
Hawthorne Police Department,3,Local police department,FL,Alachua,Hawthorne,0,0,1,32640,12001
Ligonier Borough Police Department,3,Local police department,PA,Westmoreland,Ligonier,0,0,9,15658,42129
Bruceville-Eddy Police Department,3,Local police department,TX,McLennan,Eddy,0,0,2,76524,48309
Prairie County Sheriff's Office,3,Sheriff's office,MT,Prairie,Terry,0,0,0,59349,30079
Polo Police Dept,3,Local police department,IL,Ogle,Polo,0,0,10,61064,17141
Hooker Police Department,3,Local police department,OK,Texas,Hooker,0,4,3,73945,40139
Clayton Police Department,3,Local police department,AL,Barbour,Clayton,0,0,1,36016,1005
Marshall Police Department,3,Local police department,AR,Searcy,Marshall,1,0,0,72650,5129
Kimball County Sheriff's Office,3,Sheriff's office,NE,Kimball,Kimball,5,0,1,69145,31105
Mineral Springs Police Department,3,Local police department,AR,Howard,Mineral Springs,0,0,3,71851,5061
South Fork Police Department,3,Local police department,CO,Rio Grande,South Fork,0,0,0,81154,8105
Crittenden County Sheriff's Office,3,Sheriff's office,KY,Crittenden,Marion,1,0,0,42064,21055
Ligonier Township Police Department,3,Local police department,PA,Westmoreland,Ligonier,0,0,7,15658,42129
Abbeville Police Department,3,Local police department,GA,Wilcox,Abbeville,2,0,4,31001,13315
Buffalo Police Department,3,Local police department,IA,Scott,Buffalo,0,0,3,52728,19163
Cedar Hill City Marshal's Office,3,Constable/marshal,TX,Dallas,Cedar Hill,0,0,0,75104,48113
Greenfield Police Department,3,Local police department,IA,Adair,Greenfield,0,0,0,50849,19001
Perkins County Sheriff's Office,3,Sheriff's office,SD,Perkins,Bison,1,0,1,57620,46105
Cameron Police Department,3,Local police department,WI,Barron,Cameron,0,0,8,54822,55005
Arlington Police Department,3,Local police department,GA,Calhoun,Arlington,0,1,2,39813,13037
Klawock Police Dept.,3,Local police department,AK,Prince of Wales-Hyder,Klawock,0,0,0,99925,2201
Gaylord Police Department,3,Local police department,MN,Sibley,Gaylord,0,0,5,55334,27143
Foster County Sheriff's Office,3,Sheriff's office,ND,Foster,Carrington,0,1,0,58421,38031
New Mexico Highlands University Police Dept,3,Special jurisdiction,NM,San Miguel,Las Vegas,10,0,2,87701,35047
Courtland Police Department,3,Local police department,AL,Lawrence,Courtland,0,0,4,35618,1079
Ketchikan Airport Police,3,Special jurisdiction,AK,Ketchikan Gateway,Ketchikan,0,0,0,99901,2130
Nora Springs Police Department,3,Local police department,IA,Floyd,Nora Springs,0,0,0,50458,19067
Luthersville Police Department,3,Local police department,GA,Meriwether,Luthersville,0,0,1,30251,13199
Marvell Police Department,3,Local police department,AR,Phillips,Marvell,3,2,1,72366,5107
Webster Police Department,3,Local police department,FL,Sumter,Webster,0,0,3,33597,12119
Brown Co. Water District,3,Special jurisdiction,TX,Brown,Brownwood,0,0,0,76801,48049
Beaufort County Community College Police Dept,3,Special jurisdiction,NC,Beaufort,Washington,0,0,0,27889,37013
Whigham Police Department,3,Local police department,GA,Grady,Whigham,0,1,2,31797,13131
Wilson's Mills Police Department,3,Local police department,NC,Johnston,Wilson's Mills,0,0,3,27593,37101
Frazer Township Police Department,3,Local police department,PA,Allegheny,Tarentum,0,0,12,15084,42003
Monette Police Department,3,Local police department,AR,Craighead,Monette,0,0,1,72447,5031
Rison Police Department,3,Local police department,AR,Cleveland,Rison,1,0,0,71665,5025
Calhan Police Department,3,Local police department,CO,El Paso,Calhan,0,3,0,80808,8041
Sheridan County Sheriff's Office,3,Sheriff's office,KS,Sheridan,Hoxie,3,2,1,67740,20179
Desoto Police Dept,3,Local police department,IL,Jackson,Desoto,1,0,9,62924,17077
Hornersville Police Department,2,Local police department,MO,Dunklin,Hornersville,0,0,3,63855,29069
Liverpool Police Department,2,Local police department,TX,Brazoria,Liverpool,0,0,0,77577,48039
Southern Illinois University School of Medicine Police,2,Special jurisdiction,IL,Sangamon,Springfield,12,0,0,62794,17167
Remsen Police Department,2,Local police department,IA,Plymouth,Remsen,0,0,5,51050,19149
Petersburg Police Department,2,Local police department,WV,Grant,Petersburg,0,0,5,26847,54023
Ridgeville Police,2,Local police department,IN,Randolph,Ridgeville,2,0,0,47380,18135
Dublin Borough Police Department,2,Local police department,PA,Bucks,Dublin,0,1,4,18917,42017
Avoca Borough Police,2,Local police department,PA,Luzerne,Avoca,0,0,14,18641,42079
Truesdale Police Department,2,Local police department,MO,Warren,Truesdale,1,0,8,63383,29219
Blair County District Attorneys,2,Special jurisdiction,PA,Blair,Hollidaysburg,0,0,1,16648,42013
Leverett Police Department,2,Local police department,MA,Franklin,Leverett,0,0,6,1054,25011
Fleming-Neon Police Department,2,Local police department,KY,Letcher,Fleming Neon,0,0,1,41840,21133
Rice Police Department,2,Local police department,MN,Benton,Rice,0,0,0,56367,27009
Ashley Borough Police Department,2,Local police department,PA,Luzerne,Wilkes Barre,0,0,6,18706,42079
Rose City Police Department,2,Local police department,TX,Orange,Vidor,0,0,0,77662,48361
Fallowfield Township Police Department,2,Local police department,PA,Washington,Charleroi,0,0,4,15022,42125
Jeff Davis County Sheriff's Office,2,Sheriff's office,TX,Jeff Davis,Fort Davis,0,0,1,79734,48243
Preston Police Department,2,Local police department,MD,Caroline,Preston,0,1,1,21655,24011
Sutton Police Dept,2,Local police department,NE,Clay,Sutton,0,0,2,68979,31035
Hollywood Police Department,2,Local police department,AL,Jackson,Hollywood,0,4,4,35752,1071
Jefferson Police Department,2,Local police department,SD,Union,Jefferson,0,0,0,57038,46127
Elkhorn City Police Department,2,Local police department,KY,Pike,Elkhorn City,2,0,0,41522,21195
Hartville Police Department,2,Local police department,MO,Wright,Hartville,0,0,2,65667,29229
Dalton Borough Police Department,2,Local police department,PA,Lackawanna,Dalton,0,0,1,18414,42069
Springfield Police Department,2,Local police department,SC,Orangeburg,Springfield,0,0,0,29146,45075
Spring Valley Police Department,2,Local police department,WI,Pierce,Spring Valley,0,0,3,54767,55093
Cresson Police Department,2,Local police department,PA,Cambria,Cresson,0,0,6,16630,42021
Holt Police Department,2,Local police department,MO,Clay,Holt,0,0,6,64048,29047
Gideon Police Department,2,Local police department,MO,New Madrid,Gideon,0,0,0,63848,29143
Three Oaks Police Department,2,Local police department,MI,Berrien,Three Oaks,0,0,9,49128,26021
Earlham Police Department,2,Local police department,IA,Madison,Earlham,0,0,1,50072,19121
Corunna Police Department,2,Local police department,MI,Shiawassee,Corunna,1,0,6,48817,26155
Fulton County Sheriff's Office,2,Sheriff's office,PA,Fulton,Mcconnellsburg,0,0,1,17233,42057
Lyme Police Department,2,Local police department,NH,Grafton,Lyme,0,0,1,3768,33009
Jones County Sheriff's Office,2,Sheriff's office,SD,Jones,Murdo,0,0,0,57559,46075
Mooringsport Police Department,2,Local police department,LA,Caddo,Mooringsport,0,0,1,71060,22017
Borden County Sheriff's Office,2,Sheriff's office,TX,Borden,Gail,1,0,1,79738,48033
